Date,asi,his,nky,sti,sensex
27-06-2020,4368.92,3291.12,180.65,2302.27,484.38
28-06-2020,4365.02,3317.29,180.89,2312.85,484.3
29-06-2020,4425.88,3312.82,180.44,2314.63,482.95
30-06-2020,4489.68,3291.07,179.97,2320.38,480.17
03-07-2020,4425.63,3327.07,179.37,2327.52,478.02
04-07-2020,4384.39,3300.36,180.59,2360.66,476.21
05-07-2020,4428.17,3300.97,178.31,2343.8,478.52
06-07-2020,4403.5,3251.79,176.86,2330.77,481.48
07-07-2020,4397.43,3268.44,177,2323.23,481.97
10-07-2020,4367.66,3259.84,177.35,2350.73,482.39
11-07-2020,4380.36,3244.21,176.45,2334.21,484.66
12-07-2020,4396.15,3263.84,174.74,2336.48,485.2
13-07-2020,4388.33,3312.25,175.9,2343.09,491.91
14-07-2020,4464.96,3334.14,177.23,2326.56,491.87
17-07-2020,4537.73,3373.65,177.55,2329.69,493.75
18-07-2020,4528.07,3379.98,177.39,2350.48,497.01
19-07-2020,4540.6,3392.06,178.69,2396.26,498.1
20-07-2020,4594.6,3398.37,178.49,2408.71,498.42
21-07-2020,4623.67,3415.79,179.24,2419.56,493.14
24-07-2020,4564.43,3424.15,180.28,2430.07,497.24
25-07-2020,4543.94,3419.74,180.95,2411.67,495.76
26-07-2020,4590.77,3438.82,179.62,2432.56,497.42
27-07-2020,4614.39,3438.96,178.75,2430.66,500.75
28-07-2020,4646.53,3448.72,178.78,2444.96,500.13
31-07-2020,4593.26,3474.12,180.38,2451.13,503.38
