Date,asi,his,nky,sti,sensex
20-08-2018,3939.65,3176.05,165.17,2180.7,432.19
21-08-2018,3890.64,3159.89,164.49,2212.68,439.44
24-08-2018,3833.45,3177.89,163.98,2216.86,440.1
25-08-2018,3620.24,3148.48,165.05,2179.29,440.64
26-08-2018,3694.81,3147.67,166.04,2171.96,442.83
27-08-2018,3670.28,3162.1,165.88,2160.9,444.22
28-08-2018,3756.35,3144.79,165.53,2143.72,443
31-08-2018,3775.63,3167.33,165.06,2112.79,440.81
01-09-2018,3717.6,3162.79,165.85,2017.59,432.99
02-09-2018,3600.37,3155.56,166.8,2056.93,423.85
03-09-2018,3597.95,3083.55,167.04,2040.19,421.63
04-09-2018,3546.7,3097.04,165.59,2104.93,431.61
07-09-2018,3502.56,3093.34,164.51,2101.33,426.23
08-09-2018,3501.36,3071,165.55,2069.59,425.5
09-09-2018,3608.3,3027.11,165.21,2040.47,428.36
10-09-2018,3677.35,2988.24,165.81,2033.58,421.64
11-09-2018,3616.72,2935.54,165.27,2050.1,413.3
14-09-2018,3611.75,2891.23,162.99,2011.67,384.29
15-09-2018,3656.02,2740.79,162.28,1997.49,393.79
16-09-2018,3586.15,2761.29,159.52,2033.92,388.85
17-09-2018,3681.82,2719.42,155.56,2068.95,397.34
18-09-2018,3695.82,2817.8,148.48,2041.3,398.59
21-09-2018,3753.42,2788.66,153.96,2042.01,395.86
22-09-2018,3632.2,2796.17,153.22,2027.35,387.08
23-09-2018,3630.52,2733.57,157.66,2053.94,384.68
24-09-2018,3528.81,2701.25,155.8,2071.99,389.78
25-09-2018,3574.19,2689.11,151.65,2061.71,377.56
28-09-2018,3567.37,2655.94,150.62,2043.58,372.07
29-09-2018,3601.06,2742.64,151.51,2022.33,381.43
30-09-2018,3464.74,2855.1,149.61,1996.03,386.89
01-10-2018,3548.1,2782.22,149.66,1987.4,385.45
02-10-2018,3615.81,2774.72,145.47,1954.85,385.9
05-10-2018,3577.74,2782.14,155.03,1952.48,389.99
06-10-2018,3671.4,2768.38,151.74,1959.89,387.25
07-10-2018,3718.86,2834.3,151.36,1959.47,391.91
08-10-2018,3769.18,2819.92,149.71,1947.26,398.69
09-10-2018,3789.03,2828.46,149.77,2005.8,399.13
12-10-2018,3892.19,2807.27,150.59,2038.99,389.31
13-10-2018,3884.69,2812.43,152.4,2100.72,389.97
14-10-2018,3809.73,2748.73,150.79,2090.98,390.3
15-10-2018,3799.87,2721.85,146.93,2148.08,386.83
16-10-2018,3861.29,2733.68,148.09,2169.36,391.09
19-10-2018,3855.82,2652.43,147.29,2130.23,399.14
20-10-2018,3850.06,2689.74,141.46,2157.57,399.49
21-10-2018,3827.72,2774.94,145.3,2188.85,411.27
22-10-2018,3820.53,2819.9,148,2190.22,413.15
23-10-2018,3825.78,2816.91,147.98,2179.98,416.66
26-10-2018,3889.15,2905.22,149.47,2171.65,413.35
27-10-2018,3906.13,2884.47,151.21,2170.98,418.29
28-10-2018,3876.89,2897.91,152.77,2179.89,415.44
29-10-2018,3844.85,2932.99,151.29,2195.36,412.52
30-10-2018,3757.52,2916.15,153.3,2215.8,412.54
02-11-2018,3777.09,2895.43,152.26,2186.94,416.95
03-11-2018,3726.43,2953.27,150.12,2185.06,420.09
04-11-2018,3804.89,2976.4,152.85,2137.07,421.52
05-11-2018,3786.86,2977.5,153.2,2140.15,420.24
06-11-2018,3751.18,2966.31,151.78,2124.88,418.6
09-11-2018,3705.67,2947.68,151.92,2146.99,422.44
10-11-2018,3648.46,2987.35,154.67,2163.43,422.18
11-11-2018,3628.44,2982.74,152.79,2149.16,419
12-11-2018,3653.18,2986.12,155.23,2120.05,416.79
13-11-2018,3687.1,2962.06,156.6,2108.69,411.06
16-11-2018,3639.57,2944.51,155.98,2099.71,407.53
17-11-2018,3590.22,2921.26,156.87,2082.49,405.13
18-11-2018,3685.12,2886.34,156.36,2054.98,405.82
19-11-2018,3674.4,2911.87,158.1,2049.15,404.97
20-11-2018,3807.43,2974.35,154.77,2048.88,399.36
23-11-2018,3840.09,2973.94,155.69,2026.17,397.37
24-11-2018,3833.46,2950.32,156.95,2065.38,392.89
25-11-2018,3817.9,2931.88,156.4,2063.88,388.72
26-11-2018,3802.73,2890.02,159.52,2048.61,390.61
27-11-2018,3805.95,2884,159.75,2071.63,387.53
30-11-2018,3777.85,2953.41,160.14,2058.94,390.47
01-12-2018,3774.32,2889.34,160.44,2049.51,392
02-12-2018,3887.24,2839.41,159.44,2020.72,385.23
03-12-2018,3875.62,2872.66,157.43,2024.77,391.12
04-12-2018,3869.94,2862.78,159.08,2039.41,391.31
07-12-2018,3819.44,2903.18,159.1,2041.95,389.15
08-12-2018,3782.64,2936.06,161.66,2062.43,388.34
09-12-2018,3722,2924.52,161.87,2062.36,389.55
10-12-2018,3694.01,2914.5,162.75,2064.27,390.75
11-12-2018,3712.85,2902.71,161.78,2042.78,392.76
14-12-2018,3652.05,2901.61,162.71,2035.42,393.66
15-12-2018,3613.35,2847.34,161.89,2031.13,392.39
16-12-2018,3566.04,2837.26,160.35,2005.68,387.34
17-12-2018,3663.3,2887.1,162.81,2000.03,384.25
18-12-2018,3667.22,2900.38,161.42,1999.94,382.36
21-12-2018,3700.3,2892.44,162.43,2016.27,378.72
22-12-2018,3701.79,2869.11,158.33,2015.34,374.44
23-12-2018,3737.26,2864.86,159.82,2018.28,378.48
24-12-2018,3750.26,2826.14,158.54,2020.7,372.7
29-12-2018,3823.29,2813.21,158.99,2030.73,375.12
30-12-2018,3877.18,2800.56,156.83,2036.16,378.72
31-12-2018,3909.46,2769.34,159.18,2047.84,383
04-01-2019,3896.21,2749.34,156.44,2041.99,388.58
05-01-2019,3820.7,2744.97,152.48,2046.21,385.1
06-01-2019,3744.49,2799.83,156.34,2038.8,388.66
07-01-2019,3653.6,2821.58,157.82,2034.25,386.48
08-01-2019,3560.8,2806.16,156.37,1990.15,391.46
11-01-2019,3531.05,2810.96,156.16,1984.2,391.11
12-01-2019,3483.5,2815.87,156.09,1950.8,393.84
13-01-2019,3477.54,2843.87,156.19,1909.43,393.48
14-01-2019,3522.59,2856.02,155.86,1908.72,390.67
15-01-2019,3464.92,2828.05,156.82,1886.78,394.33
18-01-2019,3387.75,2838.51,157.63,1871.76,395.01
19-01-2019,3369.04,2823.14,157.81,1878.83,384.87
20-01-2019,3433.88,2827.63,154.52,1839.44,384.9
21-01-2019,3361.24,2751.42,154.42,1825.65,380.02
22-01-2019,3435.96,2733.39,153.37,1801.82,372.61
25-01-2019,3481.67,2706.29,150.61,1837.12,372.62
27-01-2019,3529.84,2622,150.24,1779.97,371.63
28-01-2019,3533.56,2634.5,146.3,1763.47,369.17
29-01-2019,3565.91,2563.15,150.06,1803.93,372.13
01-02-2019,3580.07,2539.32,145.99,1808.82,367.69
02-02-2019,3607.25,2568.86,146.85,1787.15,360.21
03-02-2019,3561.54,2545.72,144.47,1780.79,357.48
04-02-2019,3526.48,2503.37,145.15,1796.32,361.38
05-02-2019,3631.63,2466.43,140.94,1846.29,353.19
08-02-2019,3556.63,2512.45,136.11,1827.28,353.15
09-02-2019,3564.68,2412.84,143.09,1806.82,361.55
10-02-2019,3454.93,2373.58,144.32,1798.32,361.55
11-02-2019,3424.39,2448.76,140.93,1833.52,359.78
12-02-2019,3456.36,2482.11,144.36,1866.26,359.61
15-02-2019,3420.27,2420.25,143.48,1853.23,366.42
16-02-2019,3496.36,2443.91,144.84,1825.97,365.64
17-02-2019,3523.72,2462.42,147.6,1818.54,361.25
18-02-2019,3543.78,2528.63,147.73,1862.52,356.8
19-02-2019,3609.69,2519.84,146,1881.06,360.53
22-02-2019,3569.9,2493.95,145.91,1862.2,362.98
23-02-2019,3660.95,2435.35,143.87,1893.13,357.17
24-02-2019,3634.22,2462.97,147.05,1891.15,353.62
25-02-2019,3548.28,2475.95,140.07,1901.82,350.07
26-02-2019,3565.16,2379.16,137.66,1899.4,335.17
29-02-2019,3522.39,2352.62,132.08,1864.08,337.23
01-03-2019,3537.75,2429.67,139.74,1855.46,345.64
02-03-2019,3573.55,2454.51,140.95,1881.53,338.8
03-03-2019,3698.72,2430.75,138.65,1895.98,342.15
04-03-2019,3785.69,2488.7,142.74,1913.81,345.05
07-03-2019,3826.2,2481.25,141.98,1948.52,345.97
08-03-2019,3894.66,2505.13,142.53,2007.36,347.17
09-03-2019,3860.57,2498.65,143.09,2063.87,341.47
10-03-2019,3918.04,2470.23,142.88,2049.44,336.95
11-03-2019,3873.28,2430.98,143.25,2008.65,333.35
14-03-2019,3948.93,2490.66,142.1,2038.02,336.23
15-03-2019,3930.73,2457.81,141.92,2033.68,337.18
16-03-2019,3855.8,2497.42,141.1,2061.4,351.63
17-03-2019,3850.2,2573.39,147.21,2068.78,359.97
18-03-2019,3996.61,2566.14,149.42,2055.18,366.26
21-03-2019,3982.43,2599.15,149.36,2053.58,368.38
22-03-2019,3963.08,2595.86,148.92,2133.14,366.44
23-03-2019,3984.29,2576.75,149.12,2142.24,369.55
24-03-2019,3925.09,2575.08,147.16,2118.31,365.92
29-03-2019,3880.2,2573.95,149.33,2113.93,369.22
30-03-2019,3861.95,2603.44,148.94,2108.25,369.5
31-03-2019,3893.44,2633.66,151.47,2080.66,364.45
01-04-2019,3951.94,2614.3,151.45,2065.45,366.56
04-04-2019,3892.61,2609.59,149.32,2076.21,371.36
05-04-2019,3862.88,2643.88,152.09,2126.1,375.79
06-04-2019,3761.31,2665.48,149.89,2109.21,379.87
07-04-2019,3815.65,2667.82,151.7,2090.25,379.75
08-04-2019,3784.26,2665.44,151.08,2098.08,378.99
11-04-2019,3793.61,2658.42,149.86,2063.75,374.9
12-04-2019,3814.04,2621.99,150.29,2085.96,375.26
13-04-2019,3871.1,2625.67,151.15,2080.13,382.58
14-04-2019,3922.82,2683.13,151.39,2083.63,383.11
15-04-2019,3996.09,2678.76,149.98,2091.14,381.63
18-04-2019,4035.09,2643.25,148.97,2091.43,384.51
19-04-2019,4036.95,2601.27,144.63,2138.04,374.32
20-04-2019,4099.16,2605.09,145.02,2137.41,374.51
21-04-2019,4124.59,2612.28,142.7,2155.5,369.94
22-04-2019,4138.37,2626.1,143.23,2158.9,369.31
26-04-2019,4079.89,2635.79,145.63,2206.8,377.27
27-04-2019,4087.41,2644.27,146,2197.36,379.12
28-04-2019,3987.57,2728.01,145.83,2194.96,385.2
29-04-2019,4038.44,2750.89,146.46,2170.54,388.29
02-05-2019,4041.76,2748.74,150,2145.49,390.98
03-05-2019,4066.33,2728.76,154.85,2138.81,389.34
04-05-2019,4059.62,2764.22,155.04,2129.11,387.4
05-05-2019,3979.28,2738.05,149.53,2125.58,385.13
06-05-2019,3992.9,2787.23,154.63,2109.01,391.25
09-05-2019,3947.66,2767.44,154.14,2081.75,392.32
10-05-2019,3942.82,2746.8,158.56,2041.27,385.75
11-05-2019,3969.15,2760.2,157.39,2037.85,385.48
12-05-2019,4014.68,2754.06,156.79,2008.68,383.21
13-05-2019,3973.75,2757.29,155.79,2018.73,379.3
16-05-2019,3925.24,2715.81,155.34,2000.99,376.51
17-05-2019,3953.6,2663.59,153.83,2001.22,379.41
18-05-2019,4007.06,2644.6,151.7,1999.41,379.07
19-05-2019,3950.97,2634.51,151.02,1993.52,385.09
20-05-2019,3886.22,2591.34,149.58,1999.02,386.43
23-05-2019,3908.68,2596.39,151.58,2031.94,384.68
24-05-2019,3885.19,2607.79,152.77,2017.22,386.7
25-05-2019,3849.85,2584.24,152.79,1985.01,380.3
26-05-2019,3909.05,2566.69,150.75,2000.3,384.05
27-05-2019,3933.01,2539.74,151.11,2007.06,385.93
30-05-2019,3938.2,2561.28,152.72,1990.18,383.6
31-05-2019,3932.21,2591.79,151.69,2005.84,375.91
01-06-2019,3940.94,2553.7,151.62,2017.54,375.46
02-06-2019,3908.8,2535.25,151.47,2038.78,373.84
03-06-2019,3869.5,2555.54,152.29,2024.72,373.63
06-06-2019,3955.43,2550.34,150,2027.5,384.68
07-06-2019,4004.28,2552.67,152.05,2024.18,393.92
08-06-2019,4049.21,2622.62,152.75,2033.38,398.08
09-06-2019,4068.33,2626.6,153.14,2066.83,398.15
10-06-2019,4040.56,2649.46,153.57,2087.35,397.28
14-06-2019,3982.21,2655.24,155.72,2105.02,395.95
15-06-2019,3888.99,2679.08,154.62,2125.48,398.97
16-06-2019,3867.86,2671.73,152.33,2102.47,401.37
17-06-2019,3846.37,2684.27,155.91,2078.62,400.65
20-06-2019,3876.38,2696.64,155.04,2056.58,405.15
21-06-2019,3979.8,2707.46,155.22,2042.45,406.45
22-06-2019,3997.81,2745.94,157.59,2047.27,401.14
23-06-2019,4018.03,2744.11,156.39,2037.44,398.11
24-06-2019,4068.76,2710.53,154.98,2047.74,392.85
27-06-2019,3877.49,2642.51,150.94,2085.38,391.91
28-06-2019,3837.06,2626.85,149.49,2078.11,398.13
29-06-2019,3813.26,2637.23,150.27,2081.69,393.82
30-06-2019,3875.55,2582.1,147.89,2086.36,396.86
01-07-2019,3954.66,2598.69,149.67,2029.07,397.68
04-07-2019,3986.75,2642.76,153.16,2005.62,395.86
05-07-2019,4044.82,2663.94,154.55,2034.79,396.69
06-07-2019,3965.49,2680.47,153.77,2070.84,401.18
07-07-2019,3965.12,2689.95,153.57,2105.8,389.1
08-07-2019,3974.21,2611.22,146.26,2114.37,388.63
11-07-2019,4019.62,2606.17,150.34,2134.88,391.25
12-07-2019,4079.41,2599.81,149.23,2121.35,396.58
13-07-2019,4156.41,2633.89,151.55,2122.01,399.83
14-07-2019,4168.92,2679.89,150.94,2116.6,403.83
15-07-2019,4196.3,2714.48,152.98,2128.58,405.47
18-07-2019,4181.61,2674.41,153.91,2155.4,403
19-07-2019,4204.03,2641.49,154.35,2160.84,403.09
20-07-2019,4149.85,2668.8,151.62,2166.27,403.99
21-07-2019,4165.5,2650.71,151.75,2171.43,411.48
22-07-2019,4187.03,2691.51,150.27,2171.7,415.12
25-07-2019,4154.55,2735.78,152.87,2155.76,414.97
26-07-2019,4186.57,2749.11,153.41,2169.34,418.11
27-07-2019,4216.15,2780.49,155.64,2168.82,414.75
28-07-2019,4189.91,2793.19,155.58,2167.93,413.23
29-07-2019,4231.5,2811.54,156.51,2150.82,413.64
01-08-2019,4282.07,2794.52,157.62,2158.05,415.55
02-08-2019,4288.33,2821.51,156.36,2166.52,412.56
03-08-2019,4272.83,2836.5,158.84,2156.35,413.78
04-08-2019,4215.14,2831.43,156.58,2135.71,416.66
05-08-2019,4248.73,2835.49,157,2158.11,415.23
08-08-2019,4252.9,2852.8,156.34,2133.91,417.46
09-08-2019,4307.04,2864.31,157.68,2107.46,421.11
10-08-2019,4322.21,2858.88,157.13,2110.25,419.94
11-08-2019,4344.44,2821.42,161.89,2100.7,419.72
12-08-2019,4316.57,2851.33,162.71,2130.13,419.74
15-08-2019,4308.06,2801.76,162.69,2145.15,414.61
16-08-2019,4326.77,2814.63,158.7,2136.71,414.97
17-08-2019,4330.64,2855.64,160.73,2130.31,420.02
18-08-2019,4293.15,2899.89,159.72,2133.82,421.88
19-08-2019,4304.14,2896.32,162.33,2134.23,420.66
22-08-2019,4284.84,2899.67,164.44,2114.8,416.06
23-08-2019,4280.52,2911.29,165.14,2116.04,417.24
24-08-2019,4306.5,2935.2,167.26,2111.53,420.81
25-08-2019,4304.63,2956.4,166.65,2103.96,419.86
26-08-2019,4286.65,2954.41,165.42,2109.71,418.82
29-08-2019,4261.59,2939.97,166.92,2118.23,420.63
30-08-2019,4208.95,2969.47,164.81,2125.39,418.28
31-08-2019,4187.95,2958.27,165.13,2107.1,416.48
01-09-2019,4158.67,2966.21,165.44,2079.39,417.35
02-09-2019,4163.16,2966.49,164.61,2073.75,417.99
05-09-2019,4139.03,2943.02,165.21,2071.37,415.33
06-09-2019,4191.93,2941.89,164.67,2072.92,414.61
07-09-2019,4229.25,2953.67,161.54,2062.92,415.44
08-09-2019,4234.16,2942.49,163.84,2101.66,422.09
09-09-2019,4194.04,2966.8,162.33,2149.57,424.97
12-09-2019,4111.35,2962.16,163.51,2146.94,425.29
13-09-2019,4007.94,2985.88,163.88,2144.22,428.53
14-09-2019,3959.66,3000.03,162.83,2114.76,437.17
15-09-2019,3981.65,3049.51,164.92,2061.88,435.55
16-09-2019,4000.17,3067.12,167.22,2060.85,435.8
19-09-2019,4040.54,3061.05,167.07,2057.13,430.6
20-09-2019,4072.23,3083.78,165.52,2067,424.56
21-09-2019,4070.12,3106.87,165.1,2095.62,424.51
22-09-2019,4117.12,3002.22,163.6,2094.88,424.91
23-09-2019,4179,2992.38,163.69,2098.45,426.18
26-09-2019,4207.97,2989.1,162.11,2098.55,427.55
27-09-2019,4216.05,3007.86,160.44,2102.86,425.74
28-09-2019,4209.27,3035.75,161.45,2095.7,425.7
29-09-2019,4214.8,3033.23,162.21,2103.42,431.99
30-09-2019,4258.72,3051.82,166.87,2099.16,429.94
03-10-2019,4233.92,3063.49,165.9,2116.4,424.91
04-10-2019,4268.79,3053.72,164.89,2104.49,424.88
05-10-2019,4241.47,3006.82,166.22,2102.41,425.57
06-10-2019,4220.31,3039.61,163.7,2103.73,416.65
07-10-2019,4218.1,3046.12,165.04,2104.26,418.22
10-10-2019,4201.3,3060.91,162.18,2102.32,424.58
11-10-2019,4227.14,3003.91,163.49,2092.76,425.38
12-10-2019,4197.23,3040.76,162.56,2087.14,423.41
13-10-2019,4204.17,3054.1,162.49,2073.27,421.41
14-10-2019,4174.56,3066.57,162.57,2031.56,420.99
17-10-2019,4204.52,3087.46,163.61,2028.69,422.45
18-10-2019,4172.09,3074.32,164.55,2027.25,413.57
19-10-2019,4212.34,3035.32,161.33,2028.27,414.9
20-10-2019,4261.33,3017.38,161.87,2042.74,412.1
21-10-2019,4218.14,2968.91,162.08,2052.25,420.39
24-10-2019,4189.98,2994.41,162.63,2042.85,419.95
25-10-2019,4172.78,2969.02,163.36,2029.43,420.87
26-10-2019,4224.2,3015.09,164.61,2048.97,419.43
27-10-2019,4162.14,3004.15,165.81,2052.54,421.29
28-10-2019,4083.82,3012.83,165.35,2034.8,420.44
31-10-2019,4075.44,3042.59,165.35,2027.04,416.3
01-11-2019,4110.18,3038.03,166.57,2022.01,417.5
02-11-2019,4108.82,3007.21,166.3,2021.89,418.29
03-11-2019,4074.6,2982.93,164.67,2025.84,418.13
04-11-2019,4073.84,2960.46,165.6,2028.57,417.75
07-11-2019,4040.5,2957.23,165.97,2024.33,412.41
08-11-2019,4108.54,2984.75,167.39,2015.61,411.36
09-11-2019,4135.95,2941.24,165.82,2014.93,408.25
10-11-2019,4002.61,2924.83,163.83,2031.73,411.43
11-11-2019,4122.11,2919.33,164.5,1997.05,415.81
14-11-2019,4116,2939.88,163.41,2012.42,409.92
15-11-2019,4085.27,2954.08,154.25,1995.6,410.37
16-11-2019,4075.75,2890.08,162.63,1969.25,396.38
17-11-2019,4042.68,2944.44,163.08,1976.93,387.72
18-11-2019,4016.67,2904.13,163.5,1975.67,386.32
21-11-2019,3983.27,2864.28,162.33,1982.16,386.09
22-11-2019,3987.01,2877.61,163.57,1990.5,383.77
23-11-2019,4052.35,2871.98,162.58,1975.92,377.54
24-11-2019,4099.7,2870,162.2,1981.88,379.63
25-11-2019,4107.89,2880.34,162.97,1982.89,378.33
28-11-2019,4136.65,2882.64,163.57,1985.56,376.02
29-11-2019,4134.51,2923.83,161.7,2001.21,383.58
30-11-2019,4124.89,2923.53,162.39,2015.6,384.15
01-12-2019,4067.91,2914.7,163.39,2019.88,384.52
02-12-2019,4114.67,2929.94,162.48,2027.19,388.75
05-12-2019,4100.56,2943.56,160.42,2050.68,389.19
06-12-2019,4089.7,2931.39,161.69,2054.74,385.61
07-12-2019,4088.6,2938.23,162.09,2073.45,387.47
08-12-2019,4137.14,2949.63,161.13,2076.7,389.67
09-12-2019,4171.22,2909.67,161.18,2085.86,388.51
12-12-2019,4179.83,2902.03,162.57,2077.71,395.92
13-12-2019,4215.46,2923.79,164.34,2063.9,396.1
14-12-2019,4198.85,2939.74,164.74,2073.75,392.67
15-12-2019,4234.84,2947.67,166.59,2075.01,395.73
16-12-2019,4120.15,2933.38,166.99,2075.5,394.27
19-12-2019,4078.79,2891.71,167.19,2029.9,390.48
20-12-2019,4073.79,2894.15,163.46,2033.4,390.45
21-12-2019,4091.27,2895.61,164.91,2014.58,388.7
22-12-2019,4104.41,2842.63,166.14,2015.03,387.2
23-12-2019,4102.06,2835.35,165.5,2010.18,386.93
28-12-2019,4069.05,2810.74,165.36,1988.99,382.66
29-12-2019,4112.41,2797.87,165.23,1983.04,383.85
30-12-2019,4141.64,2809.71,165.6,1989.36,380.79
03-01-2020,4127.47,2787.34,165.19,1995.11,385.49
04-01-2020,4186.34,2780.58,165.05,1993.34,384.24
05-01-2020,4208.62,2804.13,164.34,1991.13,388.01
06-01-2020,4259.23,2809.81,163.87,2002.33,391.7
09-01-2020,4242.88,2837.35,166.93,2027.42,390.48
10-01-2020,4316.53,2855.87,169.14,2068,389.56
11-01-2020,4280.67,2854.18,166.45,2059.96,392.33
12-01-2020,4327.61,2895.92,166.62,2078.31,396.73
13-01-2020,4370.28,2901.82,167.83,2093.47,392.61
16-01-2020,4325.09,2908.43,167.79,2096.65,392.14
17-01-2020,4340.62,2933.12,168.05,2103.3,393.84
18-01-2020,4342.48,2957.45,167.34,2115.14,397.77
19-01-2020,4323.81,2944.01,166.58,2108.4,400.52
20-01-2020,4330.88,2957.91,166.6,2125.11,399.65
23-01-2020,4304.54,2929.37,165.26,2106.6,400.54
24-01-2020,4286.15,2945.06,166.58,2104.83,400.79
25-01-2020,4330.52,2978.04,167.09,2110.96,399.87
27-01-2020,4327.71,2971.5,165.45,2130.47,400.79
30-01-2020,4350.69,2949.67,167.66,2145.09,397.01
31-01-2020,4316.59,2952.17,169.28,2144.88,398.14
01-02-2020,4295.97,2958.49,168.96,2142.2,401.73
02-02-2020,4314.51,2971.2,170.5,2143.4,406.99
03-02-2020,4367.99,3012.99,168.51,2160.09,409.29
06-02-2020,4360.44,3011.07,168.75,2166.46,410.82
07-02-2020,4332.9,3005.22,167.76,2159.69,409.62
08-02-2020,4330.45,2987.81,168.09,2161.54,417.59
09-02-2020,4359.1,2981.26,169.33,2167.25,419.95
10-02-2020,4362.64,3009.38,168.95,2168.62,420.72
13-02-2020,4432.58,3007.15,170.08,2166.39,423.1
14-02-2020,4442.21,3026.9,167.12,2170.36,420.45
15-02-2020,4441.26,3032.33,170.94,2182.3,422.14
16-02-2020,4509.18,3038.17,171.04,2184.37,424.49
17-02-2020,4513.94,3055.74,168.16,2161.43,423.75
20-02-2020,4483.02,3054.59,170.18,2173.3,423.14
21-02-2020,4487.86,3091.96,170.67,2183.54,423.64
22-02-2020,4478.68,3106.86,170.46,2189.87,420.96
23-02-2020,4498.74,3096.53,170.14,2182.77,421.44
24-02-2020,4499.22,3111.09,170.7,2178.09,424.35
27-02-2020,4444.91,3087.74,170.78,2206.03,428.1
28-02-2020,4436.56,3118.77,171.85,2231.56,429.77
01-03-2020,4423.33,3107.63,171.85,2220.74,430.88
02-03-2020,4413.21,3087.85,170.19,2218.07,433.67
03-03-2020,4402.17,3082.69,170.8,2213.6,431.87
06-03-2020,4369.68,3058.39,170.63,2218.03,430.98
07-03-2020,4385.36,3062.76,170.87,2219.89,434.42
08-03-2020,4411.8,3056.8,170.13,2207.07,431.58
09-03-2020,4369.33,3033.74,169.93,2209.61,431.8
10-03-2020,4341.16,3039.15,169.72,2219.54,435.75
13-03-2020,4379.29,3049.95,168,2217.34,435.31
14-03-2020,4392.91,3061.61,168.32,2196.83,432.44
15-03-2020,4386.86,3026.64,170.68,2218.3,434.01
16-03-2020,4416.66,3035.44,171.09,2225.24,434.92
17-03-2020,4469.66,3069.01,171.01,2220.7,447.74
20-03-2020,4503.82,3067.65,170.85,2221.03,448.55
21-03-2020,4499.25,3062.73,172.87,2255.47,452.44
22-03-2020,4486.83,3129.41,173.29,2262.39,452.52
23-03-2020,4402.15,3132.36,174.13,2265.1,452.01
24-03-2020,4393.2,3154.95,171.9,2258.22,450.09
27-03-2020,4417.19,3166.73,171.88,2230.94,445.9
28-03-2020,4413.71,3131.57,173.74,2234.32,448.28
29-03-2020,4476.77,3132.19,171.69,2248.14,449.83
30-03-2020,4527.6,3136.28,173.55,2244.06,449.28
31-03-2020,4541.42,3114.77,173.05,2264.16,452.2
03-04-2020,4514.07,3134.28,171.14,2282.03,455.33
04-04-2020,4493.74,3139.62,169.88,2273.75,457.63
05-04-2020,4457.78,3127.27,170.99,2273.46,456.66
06-04-2020,4477.76,3102.57,169.94,2282.5,459.87
07-04-2020,4450.12,3122.09,169.48,2272.71,460.98
10-04-2020,4430.47,3140.59,167.72,2266.05,463.27
11-04-2020,4461.65,3124.27,167.92,2264.56,462.07
12-04-2020,4475.85,3123.73,169.4,2263.98,458.04
13-04-2020,4464.16,3122.63,170.81,2264.54,460.69
18-04-2020,4492.99,3099.71,169.26,2261.06,457.74
19-04-2020,4432.05,3128.63,168.91,2275.56,456.91
20-04-2020,4378.77,3120.95,168.79,2267.14,456.69
21-04-2020,4408.95,3077.31,169.14,2247.42,453.85
24-04-2020,4437.78,3064.7,169.82,2246.07,453.81
26-04-2020,4459.76,3094.11,169.32,2236.25,454.58
27-04-2020,4430.02,3092.22,168.58,2245.19,454.16
28-04-2020,4436.92,3102.8,170.86,2248.68,459.76
01-05-2020,4448.8,3143.72,171.93,2255.56,465.45
02-05-2020,4499.05,3158.78,171.92,2270.82,469.82
03-05-2020,4491.71,3174.53,172.67,2269.89,468.45
04-05-2020,4411.54,3164.59,173,2270.28,465.48
05-05-2020,4372.3,3173.9,172.29,2273.2,466.24
08-05-2020,4346.25,3172.08,172.8,2301.05,465.87
09-05-2020,4356.14,3144.36,173.42,2321.01,469.03
10-05-2020,4314.85,3157.25,176.08,2305.17,464.11
11-05-2020,4357.66,3197.46,173.79,2298.25,464.88
12-05-2020,4357.76,3212.62,174.47,2303.41,462.83
15-05-2020,4337.43,3225.36,175.41,2302.98,467.66
16-05-2020,4353.73,3227.61,175.31,2322.57,469.75
17-05-2020,4371.05,3257.57,174.91,2316.77,470.56
18-05-2020,4322.24,3253.2,175.92,2335.75,473.6
19-05-2020,4293.53,3248.19,177.86,2312.94,477.52
22-05-2020,4299.02,3230.17,176.21,2317,478.11
23-05-2020,4344.48,3234.8,175.78,2313.41,468.52
24-05-2020,4343.39,3261.61,177.06,2320.51,471.89
25-05-2020,4338.32,3261.71,175.65,2318.26,473.71
26-05-2020,4351.77,3264.5,176.23,2317.98,467.89
29-05-2020,4311.61,3289.46,177.31,2326.31,467.8
30-05-2020,4276.84,3290.04,176.79,2335.45,476.27
31-05-2020,4295.68,3297.41,176.84,2330.38,480.5
01-06-2020,4284.1,3292.91,177.61,2319.97,482.02
02-06-2020,4262.4,3312.48,177.56,2314.6,482.62
05-06-2020,4329.16,3327.39,178.31,2321.3,482.78
06-06-2020,4335.36,3319,182.65,2334.58,483.54
07-06-2020,4288.48,3335.45,182.61,2345.28,486.55
08-06-2020,4311.08,3332.24,182.6,2343.71,486.5
09-06-2020,4312.38,3342.53,182.69,2345.94,484.04
13-06-2020,4305.46,3338.24,180.83,2338.22,485.21
14-06-2020,4373.42,3296.03,181.13,2343.14,485.73
15-06-2020,4465.85,3315.22,181.5,2350.95,485.7
16-06-2020,4391.56,3318.36,180.77,2345.71,482.19
19-06-2020,4428.63,3276.85,182.27,2358.64,483.18
20-06-2020,4435,3285.07,178.75,2370.96,486.24
21-06-2020,4389.39,3323.45,179.94,2336.34,480.94
22-06-2020,4304.22,3313.13,180.09,2336.54,481.82
23-06-2020,4331.97,3293.92,181.5,2342.17,485.6
26-06-2020,4359.65,3291.78,180.83,2324.38,484.09
